postalCode,Population,,,,,,,,
13490,1446,,,,,,,,
12788,2885,,,,,,,,
12514,3273,,,,,,,,
12192,2089,,,,,,,,
12484,2884,,,,,,,,
13623,48,,,,,,,,
13834,47,,,,,,,,
12525,2882,,,,,,,,
14545,173,,,,,,,,
12978,315,,,,,,,,
13833,4309,,,,,,,,
12747,1722,,,,,,,,
12745,192,,,,,,,,
13073,6520,,,,,,,,
12838,601,,,,,,,,
14882,3939,,,,,,,,
14070,6050,,,,,,,,
12526,3763,,,,,,,,
14172,3104,,,,,,,,
12833,4111,,,,,,,,
14894,1311,,,,,,,,
12483,385,,,,,,,,
12438,55,,,,,,,,
14816,442,,,,,,,,
13145,1909,,,,,,,,
12749,337,,,,,,,,
12176,385,,,,,,,,
14131,4828,,,,,,,,
13637,3945,,,,,,,,
13363,2375,,,,,,,,
13794,80,,,,,,,,
13035,8543,,,,,,,,
13744,1284,,,,,,,,
13068,5697,,,,,,,,
13777,664,,,,,,,,
10953,123,,,,,,,,
14067,5456,,,,,,,,
14787,5030,,,,,,,,
12845,4864,,,,,,,,
14141,7684,,,,,,,,
14530,5392,,,,,,,,
12090,6175,,,,,,,,
12859,2368,,,,,,,,
14466,1844,,,,,,,,
13634,4879,,,,,,,,
12404,3835,,,,,,,,
14489,7261,,,,,,,,
13114,6761,,,,,,,,
13774,317,,,,,,,,
14769,964,,,,,,,,
14125,3765,,,,,,,,
13074,4467,,,,,,,,
13676,16728,,,,,,,,
11964,2048,,,,,,,,
14532,4235,,,,,,,,
14810,12444,,,,,,,,
13685,2306,,,,,,,,
13112,2200,,,,,,,,
13160,2167,,,,,,,,
13408,3834,,,,,,,,
14028,1423,,,,,,,,
12458,3281,,,,,,,,
12040,132,,,,,,,,
14872,650,,,,,,,,
12790,4671,,,,,,,,
12173,1731,,,,,,,,
13607,1810,,,,,,,,
13084,4303,,,,,,,,
12975,281,,,,,,,,
14469,6500,,,,,,,,
12738,650,,,,,,,,
12791,646,,,,,,,,
12157,4272,,,,,,,,
10110,1,,,,,,,,
13776,551,,,,,,,,
14471,2628,,,,,,,,
12729,2183,,,,,,,,
11954,3471,,,,,,,,
12485,822,,,,,,,,
14416,3606,,,,,,,,
13619,10706,,,,,,,,
14871,5561,,,,,,,,
13407,5280,,,,,,,,
13428,1530,,,,,,,,
11932,1008,,,,,,,,
12068,3006,,,,,,,,
14111,3456,,,,,,,,
14527,12923,,,,,,,,
14423,4828,,,,,,,,
12746,1376,,,,,,,,
14770,2836,,,,,,,,
13861,419,,,,,,,,
12412,574,,,,,,,,
14036,5119,,,,,,,,
13110,2313,,,,,,,,
13077,6673,,,,,,,,
14541,4634,,,,,,,,
12822,6287,,,,,,,,
14886,7236,,,,,,,,
12463,1006,,,,,,,,
13425,2348,,,,,,,,
13668,3484,,,,,,,,
14437,11314,,,,,,,,
13304,1600,,,,,,,,
12473,1363,,,,,,,,
13802,912,,,,,,,,
12024,94,,,,,,,,
11930,1565,,,,,,,,
14476,2229,,,,,,,,
14105,4247,,,,,,,,
12195,175,,,,,,,,
13636,286,,,,,,,,
11958,366,,,,,,,,
13167,3056,,,,,,,,
14891,4655,,,,,,,,
13477,1802,,,,,,,,
11975,359,,,,,,,,
12185,2180,,,,,,,,
12481,1119,,,,,,,,
14864,1107,,,,,,,,
12094,2550,,,,,,,,
12792,300,,,,,,,,
14030,1767,,,,,,,,
13606,3101,,,,,,,,
14081,3167,,,,,,,,
12501,2710,,,,,,,,
12780,2152,,,,,,,,
13624,5636,,,,,,,,
14517,2989,,,,,,,,
12461,2088,,,,,,,,
13617,11243,,,,,,,,
12545,4764,,,,,,,,
14069,738,,,,,,,,
12431,1338,,,,,,,,
14895,9802,,,,,,,,
14867,5738,,,,,,,,
12440,2008,,,,,,,,
14139,2028,,,,,,,,
10987,3279,,,,,,,,
14550,1764,,,,,,,,
14080,4467,,,,,,,,
13806,260,,,,,,,,
13044,2352,,,,,,,,
13328,1328,,,,,,,,
12083,3639,,,,,,,,
12748,1825,,,,,,,,
13042,2799,,,,,,,,
14042,3783,,,,,,,,
12765,1033,,,,,,,,
12465,238,,,,,,,,
13142,6141,,,,,,,,
12832,6624,,,,,,,,
12058,1586,,,,,,,,
12781,346,,,,,,,,
13317,3787,,,,,,,,
14569,6216,,,,,,,,
12823,351,,,,,,,,
13140,4353,,,,,,,,
14516,2429,,,,,,,,
13404,237,,,,,,,,
14040,2365,,,,,,,,
12752,150,,,,,,,,
12423,1016,,,,,,,,
12125,1434,,,,,,,,
14544,2247,,,,,,,,
14477,2089,,,,,,,,
14706,6294,,,,,,,,
12075,3120,,,,,,,,
14435,2894,,,,,,,,
13746,2216,,,,,,,,
14481,1865,,,,,,,,
12523,1725,,,,,,,,
12074,2849,,,,,,,,
12137,1901,,,,,,,,
13751,156,,,,,,,,
12405,558,,,,,,,,
13123,184,,,,,,,,
12972,6448,,,,,,,,
13862,4531,,,,,,,,
13478,2750,,,,,,,,
13028,1452,,,,,,,,
13034,1857,,,,,,,,
14757,3520,,,,,,,,
13409,2611,,,,,,,,
14590,5199,,,,,,,,
13308,2973,,,,,,,,
13322,919,,,,,,,,
14012,2515,,,,,,,,
12844,206,,,,,,,,
12117,3426,,,,,,,,
12919,2903,,,,,,,,
12961,298,,,,,,,,
14009,5532,,,,,,,,
14143,1076,,,,,,,,
12121,1739,,,,,,,,
12992,4697,,,,,,,,
12053,4605,,,,,,,,
13734,2703,,,,,,,,
12953,15679,,,,,,,,
13675,89,,,,,,,,
14521,2755,,,,,,,,
13310,555,,,,,,,,
12719,1275,,,,,,,,
13329,3837,,,,,,,,
12067,1551,,,,,,,,
14427,2202,,,,,,,,
14874,166,,,,,,,,
14422,2432,,,,,,,,
12834,6243,,,,,,,,
13812,2299,,,,,,,,
12783,2425,,,,,,,,
6390,296,,,,,,,,
12921,2328,,,,,,,,
13651,185,,,,,,,,
14572,5228,,,,,,,,
13156,2162,,,,,,,,
14710,3359,,,,,,,,
13131,3682,,,,,,,,
13694,1581,,,,,,,,
12154,2961,,,,,,,,
12837,1032,,,,,,,,
13054,1536,,,,,,,,
14837,5569,,,,,,,,
12816,4329,,,,,,,,
12446,4633,,,,,,,,
13101,2648,,,,,,,,
13159,5357,,,,,,,,
13365,9134,,,,,,,,
12887,5695,,,,,,,,
14510,4700,,,,,,,,
14098,3079,,,,,,,,
11965,621,,,,,,,,
12809,3461,,,,,,,,
14869,1343,,,,,,,,
13811,4228,,,,,,,,
11931,36,,,,,,,,
12850,3137,,,,,,,,
14718,2195,,,,,,,,
13143,2870,,,,,,,,
12723,2090,,,,,,,,
14715,2816,,,,,,,,
13743,3794,,,,,,,,
13730,3185,,,,,,,,
12546,2960,,,,,,,,
13026,1799,,,,,,,,
13673,2228,,,,,,,,
12059,1698,,,,,,,,
12156,955,,,,,,,,
13480,3419,,,,,,,,
13033,3939,,,,,,,,
12824,991,,,,,,,,
13354,3294,,,,,,,,
12592,1196,,,,,,,,
13797,2109,,,,,,,,
12567,2928,,,,,,,,
11962,452,,,,,,,,
12785,1095,,,,,,,,
12885,4595,,,,,,,,
13339,6784,,,,,,,,
13825,3522,,,,,,,,
14433,4121,,,,,,,,
14561,3209,,,,,,,,
13402,1576,,,,,,,,
13406,674,,,,,,,,
12883,5020,,,,,,,,
13118,6288,,,,,,,,
12066,2120,,,,,,,,
13778,5922,,,,,,,,
13122,1136,,,,,,,,
14525,2772,,,,,,,,
14005,2032,,,,,,,,
12429,128,,,,,,,,
12057,2130,,,,,,,,
13753,5710,,,,,,,,
14860,1270,,,,,,,,
13796,1357,,,,,,,,
14732,135,,,,,,,,
13605,4907,,,,,,,,
13667,3017,,,,,,,,
13452,4645,,,,,,,,
12517,631,,,,,,,,
12918,2389,,,,,,,,
12766,482,,,,,,,,
14825,1007,,,,,,,,
14838,2160,,,,,,,,
14571,1123,,,,,,,,
12160,1058,,,,,,,,
13841,730,,,,,,,,
13460,4213,,,,,,,,
14847,2282,,,,,,,,
12092,884,,,,,,,,
13733,5332,,,,,,,,
12115,304,,,,,,,,
12165,188,,,,,,,,
13849,3893,,,,,,,,
14779,6629,,,,,,,,
12762,395,,,,,,,,
13326,5545,,,,,,,,
14740,1496,,,,,,,,
12062,1677,,,,,,,,
13865,6373,,,,,,,,
14533,1826,,,,,,,,
13809,1706,,,,,,,,
13345,280,,,,,,,,
13111,1496,,,,,,,,
14883,4056,,,,,,,,
12167,2561,,,,,,,,
13842,702,,,,,,,,
12846,3289,,,,,,,,
12072,2697,,,,,,,,
12168,1937,,,,,,,,
13787,3543,,,,,,,,
14738,3641,,,,,,,,
14772,4087,,,,,,,,
14058,2190,,,,,,,,
12470,537,,,,,,,,
10975,328,,,,,,,,
12939,227,,,,,,,,
14821,2967,,,,,,,,
13063,1901,,,,,,,,
10985,14,,,,,,,,
12029,1105,,,,,,,,
13332,2672,,,,,,,,
12737,2062,,,,,,,,
14145,1522,,,,,,,,
14726,2193,,,,,,,,
13431,1995,,,,,,,,
12916,2225,,,,,,,,
13826,58,,,,,,,,
12811,92,,,,,,,,
12865,3876,,,,,,,,
13642,9849,,,,,,,,
12957,1702,,,,,,,,
14817,2151,,,,,,,,
12457,743,,,,,,,,
12734,728,,,,,,,,
14840,3110,,,,,,,,
12937,1723,,,,,,,,
13092,2527,,,,,,,,
14747,2261,,,,,,,,
14801,5638,,,,,,,,
13491,3741,,,,,,,,
13863,793,,,,,,,,
12770,245,,,,,,,,
14879,2231,,,,,,,,
12149,2415,,,,,,,,
14008,1295,,,,,,,,
14091,1078,,,,,,,,
13334,1498,,,,,,,,
14101,2171,,,,,,,,
13807,1217,,,,,,,,
13411,3453,,,,,,,,
13622,2980,,,,,,,,
12860,815,,,,,,,,
13780,1111,,,,,,,,
14462,594,,,,,,,,
12116,1949,,,,,,,,
12958,1843,,,,,,,,
14037,855,,,,,,,,
12763,709,,,,,,,,
14711,1976,,,,,,,,
12193,1915,,,,,,,,
14065,1825,,,,,,,,
14782,2680,,,,,,,,
12724,368,,,,,,,,
13468,475,,,,,,,,
14842,808,,,,,,,,
14054,1189,,,,,,,,
12944,4386,,,,,,,,
14486,268,,,,,,,,
14138,2250,,,,,,,,
12965,454,,,,,,,,
12581,1936,,,,,,,,
14727,5161,,,,,,,,
12052,1477,,,,,,,,
12767,140,,,,,,,,
14858,1713,,,,,,,,
13144,1839,,,,,,,,
12960,1443,,,,,,,,
13318,1190,,,,,,,,
14167,1765,,,,,,,,
13141,616,,,,,,,,
14815,870,,,,,,,,
14823,3617,,,,,,,,
14560,1860,,,,,,,,
12409,673,,,,,,,,
14512,4765,,,,,,,,
14841,909,,,,,,,,
13803,4153,,,,,,,,
14039,86,,,,,,,,
14129,1436,,,,,,,,
13614,412,,,,,,,,
14736,240,,,,,,,,
14062,3311,,,,,,,,
13416,2385,,,,,,,,
12493,313,,,,,,,,
14055,1461,,,,,,,,
13830,5020,,,,,,,,
13433,2000,,,,,,,,
13620,2101,,,,,,,,
12028,1024,,,,,,,,
14549,5,,,,,,,,
12087,886,,,,,,,,
12046,772,,,,,,,,
12521,1470,,,,,,,,
13061,1193,,,,,,,,
13754,3561,,,,,,,,
12726,1312,,,,,,,,
13450,104,,,,,,,,
12913,1280,,,,,,,,
14743,1890,,,,,,,,
14812,3369,,,,,,,,
13438,3821,,,,,,,,
14748,793,,,,,,,,
12153,786,,,,,,,,
13335,1650,,,,,,,,
14809,2413,,,,,,,,
12448,514,,,,,,,,
13804,657,,,,,,,,
14777,656,,,,,,,,
14818,1598,,,,,,,,
13786,664,,,,,,,,
13654,3000,,,,,,,,
14013,1732,,,,,,,,
12817,2358,,,,,,,,
13439,3655,,,,,,,,
13418,220,,,,,,,,
14415,61,,,,,,,,
14813,2559,,,,,,,,
14755,3120,,,,,,,,
12503,874,,,,,,,,
13864,1096,,,,,,,,
13316,6655,,,,,,,,
12924,114,,,,,,,,
14807,2764,,,,,,,,
12407,137,,,,,,,,
13309,5940,,,,,,,,
14775,2284,,,,,,,,
13459,2069,,,,,,,,
12122,4372,,,,,,,,
12926,1954,,,,,,,,
12138,3247,,,,,,,,
12120,700,,,,,,,,
13071,989,,,,,,,,
12959,1532,,,,,,,,
14507,1292,,,,,,,,
12987,244,,,,,,,,
14171,2005,,,,,,,,
13691,2948,,,,,,,,
12966,3352,,,,,,,,
12439,303,,,,,,,,
14591,1552,,,,,,,,
12946,5124,,,,,,,,
14873,2832,,,,,,,,
12060,1324,,,,,,,,
13147,1372,,,,,,,,
14803,956,,,,,,,,
12197,2560,,,,,,,,
14861,1305,,,,,,,,
14767,2021,,,,,,,,
12529,2515,,,,,,,,
14836,1127,,,,,,,,
12941,1530,,,,,,,,
12136,682,,,,,,,,
13608,1502,,,,,,,,
13364,110,,,,,,,,
13660,2019,,,,,,,,
13146,2036,,,,,,,,
13736,2252,,,,,,,,
14826,2264,,,,,,,,
13808,1362,,,,,,,,
14719,3501,,,,,,,,
13843,2007,,,,,,,,
12996,1905,,,,,,,,
14878,590,,,,,,,,
13680,1301,,,,,,,,
13081,1062,,,,,,,,
14418,1371,,,,,,,,
12023,2120,,,,,,,,
13471,3442,,,,,,,,
14113,620,,,,,,,,
12741,304,,,,,,,,
12434,515,,,,,,,,
12042,158,,,,,,,,
12778,211,,,,,,,,
10020,1,,,,,,,,
12967,1361,,,,,,,,
14737,3997,,,,,,,,
12169,346,,,,,,,,
14897,921,,,,,,,,
14741,2218,,,,,,,,
14855,1002,,,,,,,,
14889,1594,,,,,,,,
13052,1745,,,,,,,,
12494,662,,,,,,,,
13844,847,,,,,,,,
12031,114,,,,,,,,
13484,89,,,,,,,,
12175,770,,,,,,,,
13856,6570,,,,,,,,
14898,2021,,,,,,,,
12496,1632,,,,,,,,
13775,1841,,,,,,,,
12983,7958,,,,,,,,
12064,392,,,,,,,,
13303,1213,,,,,,,,
14739,2699,,,,,,,,
13337,634,,,,,,,,
14754,565,,,,,,,,
13625,1920,,,,,,,,
12155,1934,,,,,,,,
13696,63,,,,,,,,
13302,1551,,,,,,,,
13656,2895,,,,,,,,
13618,1795,,,,,,,,
13361,955,,,,,,,,
12502,1114,,,,,,,,
14805,944,,,,,,,,
12474,1467,,,,,,,,
14724,2486,,,,,,,,
13846,271,,,,,,,,
13661,1676,,,,,,,,
12736,201,,,,,,,,
13650,1433,,,,,,,,
13333,56,,,,,,,,
12914,1053,,,,,,,,
11957,713,,,,,,,,
13665,1413,,,,,,,,
12436,500,,,,,,,,
12814,1477,,,,,,,,
12495,294,,,,,,,,
12998,391,,,,,,,,
13348,1188,,,,,,,,
14082,322,,,,,,,,
13343,1830,,,,,,,,
14709,1617,,,,,,,,
13750,858,,,,,,,,
14735,2627,,,,,,,,
13835,1326,,,,,,,,
13155,643,,,,,,,,
14542,58,,,,,,,,
12910,2046,,,,,,,,
14806,2149,,,,,,,,
14536,568,,,,,,,,
13697,2009,,,,,,,,
12732,787,,,,,,,,
13839,1214,,,,,,,,
12147,603,,,,,,,,
13483,212,,,,,,,,
14781,2181,,,,,,,,
14731,1374,,,,,,,,
12920,2813,,,,,,,,
14728,801,,,,,,,,
12166,1314,,,,,,,,
14804,1662,,,,,,,,
14060,531,,,,,,,,
12827,3705,,,,,,,,
12418,408,,,,,,,,
13788,1042,,,,,,,,
13757,1098,,,,,,,,
12758,4529,,,,,,,,
13315,1450,,,,,,,,
13083,1704,,,,,,,,
12022,944,,,,,,,,
14824,654,,,,,,,,
12743,252,,,,,,,,
13682,896,,,,,,,,
14822,1415,,,,,,,,
13464,1093,,,,,,,,
13613,2385,,,,,,,,
14066,1149,,,,,,,,
12873,598,,,,,,,,
13368,1307,,,,,,,,
12917,1198,,,,,,,,
13652,1864,,,,,,,,
12071,255,,,,,,,,
12452,237,,,,,,,,
13355,802,,,,,,,,
13810,1104,,,,,,,,
12093,1812,,,,,,,,
12435,274,,,,,,,,
12036,202,,,,,,,,
13301,71,,,,,,,,
13630,1318,,,,,,,,
12007,33,,,,,,,,
12459,205,,,,,,,,
13679,1810,,,,,,,,
13320,2064,,,,,,,,
14024,1700,,,,,,,,
12815,1056,,,,,,,,
14723,1149,,,,,,,,
12442,881,,,,,,,,
12750,118,,,,,,,,
12764,1607,,,,,,,,
14784,766,,,,,,,,
12454,292,,,,,,,,
12430,1034,,,,,,,,
13493,2034,,,,,,,,
13040,2482,,,,,,,,
14859,800,,,,,,,,
14714,464,,,,,,,,
12455,1978,,,,,,,,
13693,534,,,,,,,,
13658,1979,,,,,,,,
14708,264,,,,,,,,
12444,386,,,,,,,,
13136,464,,,,,,,,
12740,1867,,,,,,,,
12986,6176,,,,,,,,
12468,1077,,,,,,,,
12981,2612,,,,,,,,
13832,673,,,,,,,,
12930,875,,,,,,,,
12928,1843,,,,,,,,
13681,823,,,,,,,,
14729,853,,,,,,,,
12422,244,,,,,,,,
12835,2353,,,,,,,,
12985,1315,,,,,,,,
13342,188,,,,,,,,
13158,1676,,,,,,,,
13124,109,,,,,,,,
11430,171,,,,,,,,
14880,1272,,,,,,,,
13646,2681,,,,,,,,
13640,288,,,,,,,,
14846,785,,,,,,,,
12187,522,,,,,,,,
13739,911,,,,,,,,
12784,51,,,,,,,,
13485,994,,,,,,,,
12993,1619,,,,,,,,
13813,629,,,,,,,,
14717,602,,,,,,,,
12464,963,,,,,,,,
13626,2147,,,,,,,,
12768,758,,,,,,,,
14820,655,,,,,,,,
12932,1357,,,,,,,,
13755,1287,,,,,,,,
12421,411,,,,,,,,
14885,880,,,,,,,,
12861,698,,,,,,,,
12912,1982,,,,,,,,
14721,78,,,,,,,,
12469,707,,,,,,,,
13415,41,,,,,,,,
12076,1582,,,,,,,,
12950,956,,,,,,,,
13494,361,,,,,,,,
13621,561,,,,,,,,
12997,1296,,,,,,,,
13064,26,,,,,,,,
14753,1065,,,,,,,,
12776,2123,,,,,,,,
12134,3736,,,,,,,,
13324,2331,,,,,,,,
14819,773,,,,,,,,
13860,17,,,,,,,,
13783,2199,,,,,,,,
13367,8565,,,,,,,,
12934,1066,,,,,,,,
12970,972,,,,,,,,
13690,935,,,,,,,,
13072,832,,,,,,,,
12480,594,,,,,,,,
13472,260,,,,,,,,
13633,352,,,,,,,,
13801,1169,,,,,,,,
14839,744,,,,,,,,
12410,696,,,,,,,,
12406,729,,,,,,,,
12886,244,,,,,,,,
12936,517,,,,,,,,
13488,70,,,,,,,,
13486,547,,,,,,,,
12769,82,,,,,,,,
12017,332,,,,,,,,
13782,611,,,,,,,,
12808,414,,,,,,,,
12786,292,,,,,,,,
12935,1676,,,,,,,,
13454,688,,,,,,,,
12853,1351,,,,,,,,
12131,114,,,,,,,,
12427,620,,,,,,,,
12836,670,,,,,,,,
12942,791,,,,,,,,
13635,831,,,,,,,,
13847,48,,,,,,,,
13752,729,,,,,,,,
13327,1973,,,,,,,,
12720,187,,,,,,,,
12777,757,,,,,,,,
12952,402,,,,,,,,
13489,598,,,,,,,,
13473,639,,,,,,,,
12424,246,,,,,,,,
12955,465,,,,,,,,
12857,533,,,,,,,,
12416,62,,,,,,,,
13325,942,,,,,,,,
12923,635,,,,,,,,
13740,475,,,,,,,,
12760,505,,,,,,,,
12945,476,,,,,,,,
13731,1066,,,,,,,,
10910,24,,,,,,,,
14783,350,,,,,,,,
13648,2094,,,,,,,,
14877,460,,,,,,,,
12819,316,,,,,,,,
13756,498,,,,,,,,
13639,199,,,,,,,,
13470,695,,,,,,,,
12194,155,,,,,,,,
13659,568,,,,,,,,
12870,1122,,,,,,,,
12810,654,,,,,,,,
12878,832,,,,,,,,
14884,185,,,,,,,,
11973,40,,,,,,,,
12492,348,,,,,,,,
12450,89,,,,,,,,
12032,836,,,,,,,,
13441,31,,,,,,,,
13666,361,,,,,,,,
12164,370,,,,,,,,
13360,487,,,,,,,,
13684,1116,,,,,,,,
13670,490,,,,,,,,
13672,826,,,,,,,,
12874,139,,,,,,,,
12989,957,,,,,,,,
13312,408,,,,,,,,
12843,372,,,,,,,,
12973,219,,,,,,,,
13420,1278,,,,,,,,
12441,34,,,,,,,,
12841,89,,,,,,,,
12858,56,,,,,,,,
12190,856,,,,,,,,
12842,956,,,,,,,,
13437,435,,,,,,,,
13695,78,,,,,,,,
12980,1122,,,,,,,,
13338,1032,,,,,,,,
12976,163,,,,,,,,
12969,391,,,,,,,,
12852,493,,,,,,,,
13687,543,,,,,,,,
12964,113,,,,,,,,
12108,445,,,,,,,,
12725,194,,,,,,,,
12943,207,,,,,,,,
12862,5,,,,,,,,
12812,130,,,,,,,,
12851,221,,,,,,,,
10911,2,,,,,,,,
12927,228,,,,,,,,
13331,148,,,,,,,,
13436,64,,,,,,,,
12856,66,,,,,,,,
12855,172,,,,,,,,
12139,226,,,,,,,,
12847,418,,,,,,,,
12922,36,,,,,,,,
13353,31,,,,,,,,
